HDR,ROLLING SYSTEM DEMAND
VD,20220128000500,30171
VD,20220128001000,30180
VD,20220128001500,30155
VD,20220128002000,30098
VD,20220128002500,30060
VD,20220128003000,29957
VD,20220128003500,30313
VD,20220128004000,30313
VD,20220128004500,30125
VD,20220128005000,30093
VD,20220128005500,30062
VD,20220128010000,30047
VD,20220128010500,30146
VD,20220128011000,30291
VD,20220128011500,30195
VD,20220128012000,30002
VD,20220128012500,29885
VD,20220128013000,29793
VD,20220128013500,29791
VD,20220128014000,29790
VD,20220128014500,29660
VD,20220128015000,29541
VD,20220128015500,29437
VD,20220128020000,29265
VD,20220128020500,29116
VD,20220128021000,29035
VD,20220128021500,29033
VD,20220128022000,28988
VD,20220128022500,28869
VD,20220128023000,28728
VD,20220128023500,28754
VD,20220128024000,28755
VD,20220128024500,28709
VD,20220128025000,28611
VD,20220128025500,28531
VD,20220128030000,28450
VD,20220128030500,28601
VD,20220128031000,28771
VD,20220128031500,28836
VD,20220128032000,28963
VD,20220128032500,29032
VD,20220128033000,29021
VD,20220128033500,29062
VD,20220128034000,29046
VD,20220128034500,29037
VD,20220128035000,28983
VD,20220128035500,28834
VD,20220128040000,28879
VD,20220128040500,28906
VD,20220128041000,28949
VD,20220128041500,29037
VD,20220128042000,29066
VD,20220128042500,29075
VD,20220128043000,29069
VD,20220128043500,29029
VD,20220128044000,29041
VD,20220128044500,28926
VD,20220128045000,28850
VD,20220128045500,28887
VD,20220128050000,28824
VD,20220128050500,28657
VD,20220128051000,28815
VD,20220128051500,28782
VD,20220128052000,28833
VD,20220128052500,28937
VD,20220128053000,29082
VD,20220128053500,29302
VD,20220128054000,29546
VD,20220128054500,29804
VD,20220128055000,30101
VD,20220128055500,30483
VD,20220128060000,30973
VD,20220128060500,31269
VD,20220128061000,31850
VD,20220128061500,32292
VD,20220128062000,32714
VD,20220128062500,33065
VD,20220128063000,33592
VD,20220128063500,34042
VD,20220128064000,34452
VD,20220128064500,34906
VD,20220128065000,35341
VD,20220128065500,35627
VD,20220128070000,35953
VD,20220128070500,36394
VD,20220128071000,36936
VD,20220128071500,37604
VD,20220128072000,37961
VD,20220128072500,38351
VD,20220128073000,38573
VD,20220128073500,38714
VD,20220128074000,38858
VD,20220128074500,39002
VD,20220128075000,39108
VD,20220128075500,39163
VD,20220128080000,39240
VD,20220128080500,38990
VD,20220128081000,38943
VD,20220128081500,39141
VD,20220128082000,39328
VD,20220128082500,39360
VD,20220128083000,39391
VD,20220128083500,39590
VD,20220128084000,39601
VD,20220128084500,39650
VD,20220128085000,39780
VD,20220128085500,39996
VD,20220128090000,40149
VD,20220128090500,40717
VD,20220128091000,40977
VD,20220128091500,41056
VD,20220128092000,41153
VD,20220128092500,41205
VD,20220128093000,41258
VD,20220128093500,41300
VD,20220128094000,41272
VD,20220128094500,41309
VD,20220128095000,41233
VD,20220128095500,41210
VD,20220128100000,41358
VD,20220128100500,41794
VD,20220128101000,41909
VD,20220128101500,41712
VD,20220128102000,41651
VD,20220128102500,41733
VD,20220128103000,41781
VD,20220128103500,41723
VD,20220128104000,41483
VD,20220128104500,41367
VD,20220128105000,41337
VD,20220128105500,41348
VD,20220128110000,41235
VD,20220128110500,41175
VD,20220128111000,41037
VD,20220128111500,40808
VD,20220128112000,40796
VD,20220128112500,40788
VD,20220128113000,40670
VD,20220128113500,40525
VD,20220128114000,40390
VD,20220128114500,40286
VD,20220128115000,40137
VD,20220128115500,39988
VD,20220128120000,40058
VD,20220128120500,39978
VD,20220128121000,39962
VD,20220128121500,39945
VD,20220128122000,39935
VD,20220128122500,39872
VD,20220128123000,39904
VD,20220128123500,39902
VD,20220128124000,39836
VD,20220128124500,39697
VD,20220128125000,39631
VD,20220128125500,39550
VD,20220128130000,39426
VD,20220128130500,39102
VD,20220128131000,38987
VD,20220128131500,39011
VD,20220128132000,38943
VD,20220128132500,38842
VD,20220128133000,38824
VD,20220128133500,38790
VD,20220128134000,38661
VD,20220128134500,38503
VD,20220128135000,38467
VD,20220128135500,38392
VD,20220128140000,38484
VD,20220128140500,38481
VD,20220128141000,38508
VD,20220128141500,38627
VD,20220128142000,38614
VD,20220128142500,38388
VD,20220128143000,38365
VD,20220128143500,38481
VD,20220128144000,38464
VD,20220128144500,38431
VD,20220128145000,38270
VD,20220128145500,38172
VD,20220128150000,38338
VD,20220128150500,38541
VD,20220128151000,38702
VD,20220128151500,38754
VD,20220128152000,38806
VD,20220128152500,38809
VD,20220128153000,38739
VD,20220128153500,38952
VD,20220128154000,38989
VD,20220128154500,39162
VD,20220128155000,39479
VD,20220128155500,39707
VD,20220128160000,39736
VD,20220128160500,39809
VD,20220128161000,39885
VD,20220128161500,40073
VD,20220128162000,40365
VD,20220128162500,40538
VD,20220128163000,40750
VD,20220128163500,41050
VD,20220128164000,41125
VD,20220128164500,41396
VD,20220128165000,41844
VD,20220128165500,42060
VD,20220128170000,42248
VD,20220128170500,42702
VD,20220128171000,42833
VD,20220128171500,42968
VD,20220128172000,43149
VD,20220128172500,43264
VD,20220128173000,43327
VD,20220128173500,43279
VD,20220128174000,43221
VD,20220128174500,43175
VD,20220128175000,43010
VD,20220128175500,42708
VD,20220128180000,42577
VD,20220128180500,42625
VD,20220128181000,42682
VD,20220128181500,42467
VD,20220128182000,42251
VD,20220128182500,42153
VD,20220128183000,41770
VD,20220128183500,41645
VD,20220128184000,41489
VD,20220128184500,41410
VD,20220128185000,41372
VD,20220128185500,41180
VD,20220128190000,40992
VD,20220128190500,40583
VD,20220128191000,40706
VD,20220128191500,40571
VD,20220128192000,40148
VD,20220128192500,39761
VD,20220128193000,39624
VD,20220128193500,39447
VD,20220128194000,39148
VD,20220128194500,38893
VD,20220128195000,38576
VD,20220128195500,38218
VD,20220128200000,37804
VD,20220128200500,37806
VD,20220128201000,37618
VD,20220128201500,37261
VD,20220128202000,36928
VD,20220128202500,36689
VD,20220128203000,36511
VD,20220128203500,36080
VD,20220128204000,35686
VD,20220128204500,35478
VD,20220128205000,35231
VD,20220128205500,35056
VD,20220128210000,34904
VD,20220128210500,34357
VD,20220128211000,33765
VD,20220128211500,33563
VD,20220128212000,33299
VD,20220128212500,33041
VD,20220128213000,32688
VD,20220128213500,32438
VD,20220128214000,32200
VD,20220128214500,31958
VD,20220128215000,31756
VD,20220128215500,31580
VD,20220128220000,31338
VD,20220128220500,31188
VD,20220128221000,30800
VD,20220128221500,30453
VD,20220128222000,30146
VD,20220128222500,29971
VD,20220128223000,29865
VD,20220128223500,29759
VD,20220128224000,29248
VD,20220128224500,28868
VD,20220128225000,28589
VD,20220128225500,28286
VD,20220128230000,28172
VD,20220128230500,28100
VD,20220128231000,27852
VD,20220128231500,27676
VD,20220128232000,27582
VD,20220128232500,27496
VD,20220128233000,27403
VD,20220128233500,27091
VD,20220128234000,26900
VD,20220128234500,26807
VD,20220128235000,26682
VD,20220128235500,26674
VD,20220129000000,26811
VD,20220129000500,27048
VD,20220129001000,27302
VD,20220129001500,27481
VD,20220129002000,27534
VD,20220129002500,27600
VD,20220129003000,27516
VD,20220129003500,27715
VD,20220129004000,27794
VD,20220129004500,27906
VD,20220129005000,27875
VD,20220129005500,27960
VD,20220129010000,28112
VD,20220129010500,28126
VD,20220129011000,27989
VD,20220129011500,27863
VD,20220129012000,27650
VD,20220129012500,27454
VD,20220129013000,27354
VD,20220129013500,27233
VD,20220129014000,27083
VD,20220129014500,27005
VD,20220129015000,26939
VD,20220129015500,26891
VD,20220129020000,26764
VD,20220129020500,26478
VD,20220129021000,26347
VD,20220129021500,26239
VD,20220129022000,26150
VD,20220129022500,26110
VD,20220129023000,26103
VD,20220129023500,26033
VD,20220129024000,25972
VD,20220129024500,25936
VD,20220129025000,25875
VD,20220129025500,25775
VD,20220129030000,25698
VD,20220129030500,25612
VD,20220129031000,25538
VD,20220129031500,25553
VD,20220129032000,25616
VD,20220129032500,25614
VD,20220129033000,25531
VD,20220129033500,25430
VD,20220129034000,25353
VD,20220129034500,25325
VD,20220129035000,25299
VD,20220129035500,25268
VD,20220129040000,25336
VD,20220129040500,25663
VD,20220129041000,25837
VD,20220129041500,25881
VD,20220129042000,25858
VD,20220129042500,25822
VD,20220129043000,25780
VD,20220129043500,25812
VD,20220129044000,25773
VD,20220129044500,25702
VD,20220129045000,25623
VD,20220129045500,25587
VD,20220129050000,25573
VD,20220129050500,25241
VD,20220129051000,25024
VD,20220129051500,25054
VD,20220129052000,25012
VD,20220129052500,24955
VD,20220129053000,24941
VD,20220129053500,25009
VD,20220129054000,25040
VD,20220129054500,25174
VD,20220129055000,25180
VD,20220129055500,25224
VD,20220129060000,25455
VD,20220129060500,25781
VD,20220129061000,26022
VD,20220129061500,26078
VD,20220129062000,26045
VD,20220129062500,25969
VD,20220129063000,26019
VD,20220129063500,26145
VD,20220129064000,26327
VD,20220129064500,26357
VD,20220129065000,26521
VD,20220129065500,26666
VD,20220129070000,26881
VD,20220129070500,26890
VD,20220129071000,26931
VD,20220129071500,26984
VD,20220129072000,26956
VD,20220129072500,27018
VD,20220129073000,27177
VD,20220129073500,27231
VD,20220129074000,27342
VD,20220129074500,27425
VD,20220129075000,27607
VD,20220129075500,27590
VD,20220129080000,27638
VD,20220129080500,27596
VD,20220129081000,27749
VD,20220129081500,27949
VD,20220129082000,28170
VD,20220129082500,28500
VD,20220129083000,28712
VD,20220129083500,28921
VD,20220129084000,29141
VD,20220129084500,29296
VD,20220129085000,29429
VD,20220129085500,29485
VD,20220129090000,29570
VD,20220129090500,29995
VD,20220129091000,30337
VD,20220129091500,30468
VD,20220129092000,30498
VD,20220129092500,30610
VD,20220129093000,30708
VD,20220129093500,30883
VD,20220129094000,30885
VD,20220129094500,30907
VD,20220129095000,30999
VD,20220129095500,30941
VD,20220129100000,30798
VD,20220129100500,30876
VD,20220129101000,31032
VD,20220129101500,31223
VD,20220129102000,31404
VD,20220129102500,31331
VD,20220129103000,31232
VD,20220129103500,31293
VD,20220129104000,31303
VD,20220129104500,31398
VD,20220129105000,31446
VD,20220129105500,31346
VD,20220129110000,31230
VD,20220129110500,31243
VD,20220129111000,31302
VD,20220129111500,31296
VD,20220129112000,31240
VD,20220129112500,31175
VD,20220129113000,31176
VD,20220129113500,31206
VD,20220129114000,31221
VD,20220129114500,31151
VD,20220129115000,31081
VD,20220129115500,31066
VD,20220129120000,31114
VD,20220129120500,31171
VD,20220129121000,31120
VD,20220129121500,31075
VD,20220129122000,31059
VD,20220129122500,30940
VD,20220129123000,30930
VD,20220129123500,30896
VD,20220129124000,30766
VD,20220129124500,30702
VD,20220129125000,30680
VD,20220129125500,30626
VD,20220129130000,30506
VD,20220129130500,30497
VD,20220129131000,30455
VD,20220129131500,30395
VD,20220129132000,30383
VD,20220129132500,30395
VD,20220129133000,30379
VD,20220129133500,30385
VD,20220129134000,30448
VD,20220129134500,30367
VD,20220129135000,30327
VD,20220129135500,30292
VD,20220129140000,30214
VD,20220129140500,30064
VD,20220129141000,30053
VD,20220129141500,29959
VD,20220129142000,29967
VD,20220129142500,29959
VD,20220129143000,29942
VD,20220129143500,29999
VD,20220129144000,30040
VD,20220129144500,30013
VD,20220129145000,30050
VD,20220129145500,30056
VD,20220129150000,30058
VD,20220129150500,30195
VD,20220129151000,30376
VD,20220129151500,30400
VD,20220129152000,30483
VD,20220129152500,30587
VD,20220129153000,30743
VD,20220129153500,30868
VD,20220129154000,30942
VD,20220129154500,31061
VD,20220129155000,31225
VD,20220129155500,31311
VD,20220129160000,31611
VD,20220129160500,31752
VD,20220129161000,31953
VD,20220129161500,32217
VD,20220129162000,32469
VD,20220129162500,32690
VD,20220129163000,32899
VD,20220129163500,33274
VD,20220129164000,33597
VD,20220129164500,33887
VD,20220129165000,34388
VD,20220129165500,34732
VD,20220129170000,35124
VD,20220129170500,35717
VD,20220129171000,36190
VD,20220129171500,36757
VD,20220129172000,37180
VD,20220129172500,37381
VD,20220129173000,37442
VD,20220129173500,37518
VD,20220129174000,37603
VD,20220129174500,37616
VD,20220129175000,37853
VD,20220129175500,37773
VD,20220129180000,37783
VD,20220129180500,37937
VD,20220129181000,37823
VD,20220129181500,37748
VD,20220129182000,37755
VD,20220129182500,37702
VD,20220129183000,37619
VD,20220129183500,37533
VD,20220129184000,37358
VD,20220129184500,37137
VD,20220129185000,36954
VD,20220129185500,36793
VD,20220129190000,36664
VD,20220129190500,36789
VD,20220129191000,36773
VD,20220129191500,36670
VD,20220129192000,36502
VD,20220129192500,36339
VD,20220129193000,36221
VD,20220129193500,36027
VD,20220129194000,35853
VD,20220129194500,35543
VD,20220129195000,35348
VD,20220129195500,35264
VD,20220129200000,34872
VD,20220129200500,34612
VD,20220129201000,34485
VD,20220129201500,34341
VD,20220129202000,34186
VD,20220129202500,34108
VD,20220129203000,33862
VD,20220129203500,33771
VD,20220129204000,33489
VD,20220129204500,33279
VD,20220129205000,33352
VD,20220129205500,33341
VD,20220129210000,33067
VD,20220129210500,32762
VD,20220129211000,32653
VD,20220129211500,32397
VD,20220129212000,32005
VD,20220129212500,31829
VD,20220129213000,31712
VD,20220129213500,31743
VD,20220129214000,31647
VD,20220129214500,31342
VD,20220129215000,31157
VD,20220129215500,31078
VD,20220129220000,30862
VD,20220129220500,30623
VD,20220129221000,30618
VD,20220129221500,30303
VD,20220129222000,30007
VD,20220129222500,29851
VD,20220129223000,29725
VD,20220129223500,29829
VD,20220129224000,29665
VD,20220129224500,29285
VD,20220129225000,28838
VD,20220129225500,28559
VD,20220129230000,28546
VD,20220129230500,28611
VD,20220129231000,28313
VD,20220129231500,28018
VD,20220129232000,27807
VD,20220129232500,27537
VD,20220129233000,27431
VD,20220129233500,27352
VD,20220129234000,27392
VD,20220129234500,27326
VD,20220129235000,27195
VD,20220129235500,26900
VD,20220130000000,26564
VD,20220130000500,26629
VD,20220130001000,26752
VD,20220130001500,26635
VD,20220130002000,26603
VD,20220130002500,26539
VD,20220130003000,26550
VD,20220130003500,26983
VD,20220130004000,27124
VD,20220130004500,27028
VD,20220130005000,27015
VD,20220130005500,27003
VD,20220130010000,27012
VD,20220130010500,27185
VD,20220130011000,27137
VD,20220130011500,27204
VD,20220130012000,27181
VD,20220130012500,27041
VD,20220130013000,27005
VD,20220130013500,27012
VD,20220130014000,26919
VD,20220130014500,26784
VD,20220130015000,26631
VD,20220130015500,26443
VD,20220130020000,26314
VD,20220130020500,26292
VD,20220130021000,26205
VD,20220130021500,26124
VD,20220130022000,26098
VD,20220130022500,26126
VD,20220130023000,26073
VD,20220130023500,25959
VD,20220130024000,25877
VD,20220130024500,25879
VD,20220130025000,25846
VD,20220130025500,25757
VD,20220130030000,25618
VD,20220130030500,25543
VD,20220130031000,25517
VD,20220130031500,25518
VD,20220130032000,25441
VD,20220130032500,25309
VD,20220130033000,25284
VD,20220130033500,25257
VD,20220130034000,25255
VD,20220130034500,25205
VD,20220130035000,25027
VD,20220130035500,24859
VD,20220130040000,24754
VD,20220130040500,24633
VD,20220130041000,24560
VD,20220130041500,24477
VD,20220130042000,24323
VD,20220130042500,24275
VD,20220130043000,24183
VD,20220130043500,24073
VD,20220130044000,24155
VD,20220130044500,24081
VD,20220130045000,23971
VD,20220130045500,23901
VD,20220130050000,23875
VD,20220130050500,23986
VD,20220130051000,24079
VD,20220130051500,24080
VD,20220130052000,24097
VD,20220130052500,24110
VD,20220130053000,24107
VD,20220130053500,24148
VD,20220130054000,24286
VD,20220130054500,24421
VD,20220130055000,24506
VD,20220130055500,24682
VD,20220130060000,24813
VD,20220130060500,25070
VD,20220130061000,25246
VD,20220130061500,25435
VD,20220130062000,25559
VD,20220130062500,25551
VD,20220130063000,25522
VD,20220130063500,25724
VD,20220130064000,25830
VD,20220130064500,25968
VD,20220130065000,26148
VD,20220130065500,26281
VD,20220130070000,26421
VD,20220130070500,26605
VD,20220130071000,26856
VD,20220130071500,27061
VD,20220130072000,27264
VD,20220130072500,27503
VD,20220130073000,27749
VD,20220130073500,27794
VD,20220130074000,28021
VD,20220130074500,28148
VD,20220130075000,28337
VD,20220130075500,28501
VD,20220130080000,28773
VD,20220130080500,29101
VD,20220130081000,29350
VD,20220130081500,29643
VD,20220130082000,29954
VD,20220130082500,30189
VD,20220130083000,30228
VD,20220130083500,30328
VD,20220130084000,30294
VD,20220130084500,30439
VD,20220130085000,30614
VD,20220130085500,31059
VD,20220130090000,31235
VD,20220130090500,31397
VD,20220130091000,31499
VD,20220130091500,31620
VD,20220130092000,31584
VD,20220130092500,31743
VD,20220130093000,31890
VD,20220130093500,31849
VD,20220130094000,31687
VD,20220130094500,31693
VD,20220130095000,31723
VD,20220130095500,31706
VD,20220130100000,31759
VD,20220130100500,31904
VD,20220130101000,31995
VD,20220130101500,32028
VD,20220130102000,31946
VD,20220130102500,31936
VD,20220130103000,31919
VD,20220130103500,31892
VD,20220130104000,31824
VD,20220130104500,31789
VD,20220130105000,31704
VD,20220130105500,31684
VD,20220130110000,31657
VD,20220130110500,31489
VD,20220130111000,31522
VD,20220130111500,31379
VD,20220130112000,31359
VD,20220130112500,31215
VD,20220130113000,31131
VD,20220130113500,31125
VD,20220130114000,31116
VD,20220130114500,31132
VD,20220130115000,31107
VD,20220130115500,31214
VD,20220130120000,31230
VD,20220130120500,31324
VD,20220130121000,31332
VD,20220130121500,31351
VD,20220130122000,31384
VD,20220130122500,31474
VD,20220130123000,31300
VD,20220130123500,31227
VD,20220130124000,31260
VD,20220130124500,31251
VD,20220130125000,31165
VD,20220130125500,31107
VD,20220130130000,30972
VD,20220130130500,30931
VD,20220130131000,30849
VD,20220130131500,30636
VD,20220130132000,30764
VD,20220130132500,30835
VD,20220130133000,30915
VD,20220130133500,30949
VD,20220130134000,30986
VD,20220130134500,31124
VD,20220130135000,31286
VD,20220130135500,31346
VD,20220130140000,31430
VD,20220130140500,31345
VD,20220130141000,31407
VD,20220130141500,31470
VD,20220130142000,31553
VD,20220130142500,31649
VD,20220130143000,31778
VD,20220130143500,31899
VD,20220130144000,32079
VD,20220130144500,32278
VD,20220130145000,32379
VD,20220130145500,32395
VD,20220130150000,32612
VD,20220130150500,32936
VD,20220130151000,33333
VD,20220130151500,33447
VD,20220130152000,33629
VD,20220130152500,33785
VD,20220130153000,33807
VD,20220130153500,33894
VD,20220130154000,34207
VD,20220130154500,34335
VD,20220130155000,34636
VD,20220130155500,34777
VD,20220130160000,35140
VD,20220130160500,35338
VD,20220130161000,35513
VD,20220130161500,35875
VD,20220130162000,36233
VD,20220130162500,36448
VD,20220130163000,36632
VD,20220130163500,37047
VD,20220130164000,37431
VD,20220130164500,37614
VD,20220130165000,38085
VD,20220130165500,38445
VD,20220130170000,38611
VD,20220130170500,38541
VD,20220130171000,39153
VD,20220130171500,39387
VD,20220130172000,39561
VD,20220130172500,39574
VD,20220130173000,39641
VD,20220130173500,39673
VD,20220130174000,39686
VD,20220130174500,39805
VD,20220130175000,39795
VD,20220130175500,39706
VD,20220130180000,39389
VD,20220130180500,39206
VD,20220130181000,39491
VD,20220130181500,39450
VD,20220130182000,39264
VD,20220130182500,39084
VD,20220130183000,38906
VD,20220130183500,38674
VD,20220130184000,38563
VD,20220130184500,38068
VD,20220130185000,37702
VD,20220130185500,37524
VD,20220130190000,37326
VD,20220130190500,37099
VD,20220130191000,36802
VD,20220130191500,36456
VD,20220130192000,36399
VD,20220130192500,35826
VD,20220130193000,35443
VD,20220130193500,35189
VD,20220130194000,35276
VD,20220130194500,34872
VD,20220130195000,34651
VD,20220130195500,34521
VD,20220130200000,34299
VD,20220130200500,34052
VD,20220130201000,33733
VD,20220130201500,33493
VD,20220130202000,33435
VD,20220130202500,33121
VD,20220130203000,33055
VD,20220130203500,32657
VD,20220130204000,32222
VD,20220130204500,31956
VD,20220130205000,31507
VD,20220130205500,31170
VD,20220130210000,31066
VD,20220130210500,31034
VD,20220130211000,30819
VD,20220130211500,30405
VD,20220130212000,30182
VD,20220130212500,29989
VD,20220130213000,29671
VD,20220130213500,29291
VD,20220130214000,28948
VD,20220130214500,28793
VD,20220130215000,28633
VD,20220130215500,28473
VD,20220130220000,28209
VD,20220130220500,28470
VD,20220130221000,28560
VD,20220130221500,28479
VD,20220130222000,28251
VD,20220130222500,28035
VD,20220130223000,27800
VD,20220130223500,27598
FTR,2000
